Name,Artist,Popularity,Valence,Energy,Tempo,Acousticness,Danceability,Duration,Instrumentalness,Liveness,Loudness,Speechiness,Mode,Album,year,period
gangsta lovin',eve,5.0,0.793,0.845,94.34,0.0546,0.726,239267.0,0.0,0.0874,-3.543,0.059,0.0,Eve-Olution,2002.0,pre_ai
gangsta luv,snoop dogg,0.0,0.398,0.735,102.076,0.0277,0.59,256547.0,0.0,0.0818,-4.924,0.297,1.0,Malice 'N Wonderland,2009.0,pre_ai
gangsta nation,westside connection,14.0,0.796,0.872,94.949,0.91,0.695,273012.0,0.0,0.651,-4.227,0.147,0.0,Gangsta Nation Live,2003.0,pre_ai
gasolina,daddy yankee,78.0,0.753,0.801,96.009,0.332,0.857,192600.0,1.2e-06,0.0789,-6.499,0.0618,1.0,Barrio Fino (Bonus Track Version),2004.0,pre_ai
get along,kenny chesney,72.0,0.35,0.804,92.456,0.101,0.632,199625.0,0.0,0.17,-6.109,0.0503,1.0,Songs for the Saints,2018.0,post_ai
get back,demi lovato,50.0,0.74,0.849,75.973,0.00597,0.554,200213.0,0.0,0.0431,-3.618,0.106,1.0,Don't Forget,2008.0,pre_ai
get back,ludacris,45.0,0.178,0.632,172.027,0.0649,0.543,270747.0,0.0,0.116,-5.141,0.264,1.0,The Red Light District,2004.0,pre_ai
get back up,t.i.,15.0,0.641,0.807,84.074,0.178,0.528,264549.0,0.0,0.247,-6.816,0.351,1.0,A Changed Man,2010.0,pre_ai
get busy,sean paul,73.0,0.726,0.824,100.202,0.615,0.735,211666.0,0.0,0.158,-4.143,0.036,0.0,Dutty Rock,2002.0,pre_ai
get by,talib kweli,58.0,0.77,0.925,90.19,0.00351,0.659,227427.0,0.0,0.146,-4.76,0.388,1.0,Quality,2003.0,pre_ai
get her back,robin thicke,47.0,0.735,0.287,187.797,0.915,0.579,213173.0,0.0,0.0969,-13.642,0.0828,0.0,Paula,2014.0,pre_ai
get it started,pitbull,0.0,0.599,0.849,128.971,0.0668,0.693,245920.0,0.0,0.69,-3.259,0.189,0.0,Global Warming (Deluxe Version),2012.0,pre_ai
get it together,drake,71.0,0.844,0.729,123.009,0.0896,0.78,250337.0,0.422,0.104,-9.138,0.0493,0.0,More Life,2017.0,post_ai
get like me,david banner,58.0,0.736,0.747,117.613,0.00417,0.935,224547.0,0.0,0.207,-4.231,0.391,1.0,The Greatest Story Ever Told,2008.0,pre_ai
get lucky,daft punk,73.0,0.863,0.793,116.049,0.0378,0.81,369627.0,1.82e-06,0.072,-9.404,0.0403,0.0,Random Access Memories,2013.0,pre_ai
get on your boots,u2,39.0,0.601,0.746,149.035,6.08e-05,0.557,205147.0,0.00546,0.188,-6.171,0.0337,1.0,No Line On The Horizon,2009.0,pre_ai
get on your knees,nicki minaj,45.0,0.185,0.464,144.028,0.317,0.655,216493.0,0.0,0.116,-7.153,0.0423,0.0,The Pinkprint (Deluxe Edition),2014.0,pre_ai
get right,jennifer lopez,57.0,0.362,0.759,97.084,0.0218,0.741,225533.0,0.0,0.628,-5.096,0.12,0.0,Rebirth,2005.0,pre_ai
get right witcha,migos,68.0,0.62,0.743,136.98,0.0646,0.95,257546.0,1.19e-05,0.103,-5.861,0.238,0.0,Culture,2017.0,post_ai
get silly,v.i.c.,51.0,0.671,0.814,75.01,0.0769,0.846,227120.0,0.0,0.0588,-4.945,0.353,1.0,Beast (Explicit Version),2008.0,pre_ai
get the party started,p!nk,68.0,0.961,0.904,128.931,0.00108,0.802,192533.0,0.0,0.173,-3.267,0.0459,0.0,M!ssundaztood (Deluxe Version),2001.0,pre_ai
get ugly,jason derulo,25.0,0.549,0.695,111.084,0.0534,0.749,200492.0,1.23e-06,0.299,-4.829,0.133,0.0,Everything Is 4,2015.0,post_ai
get up,amel larrieux,43.0,0.542,0.494,88.559,0.31,0.631,244867.0,1.77e-05,0.064,-8.335,0.101,0.0,Infinite Possibilities,2000.0,pre_ai
get used to it,justin bieber,58.0,0.463,0.689,110.065,0.0237,0.675,238133.0,0.0,0.178,-8.461,0.0536,1.0,Purpose (Deluxe),2015.0,post_ai
getting away with murder,papa roach,21.0,0.348,0.968,103.885,0.000115,0.573,191373.0,4.95e-05,0.213,-3.754,0.0627,1.0,Getting Away With Murder (Edited Version),2004.0,pre_ai
ghetto,akon,53.0,0.679,0.636,187.333,0.0412,0.608,235307.0,0.0,0.0833,-4.447,0.0514,0.0,Trouble Deluxe Edition,2004.0,pre_ai
ghost town,adam lambert,66.0,0.274,0.736,119.955,0.186,0.703,208330.0,1.92e-05,0.174,-5.709,0.046,0.0,The Original High (Deluxe Version),2015.0,post_ai
gimme more,britney spears,70.0,0.382,0.844,113.324,0.25,0.788,251240.0,0.000678,0.0723,-3.131,0.0334,1.0,Blackout,2007.0,pre_ai
gimme the light,sean paul,59.0,0.923,0.761,107.288,0.141,0.778,228000.0,4.61e-05,0.0441,-5.529,0.0525,1.0,Dutty Rock,2002.0,pre_ai
gimmie that girl,joe nichols,0.0,0.675,0.9,162.249,0.205,0.5,185453.0,0.000251,0.694,-3.577,0.117,1.0,Old Things New,2009.0,pre_ai
girl,beck,37.0,0.859,0.666,149.616,0.0626,0.682,209862.0,0.0052,0.133,-6.582,0.0962,1.0,Guero,2005.0,pre_ai
girl all the bad guys want,bowling for soup,44.0,0.86,0.825,130.957,0.000528,0.583,197800.0,0.0,0.225,-5.678,0.048,1.0,Drunk Enough To Dance,2002.0,pre_ai
girl crush,little big town,23.0,0.355,0.225,173.788,0.842,0.5,193320.0,0.0,0.112,-10.22,0.0302,1.0,Pain Killer,2014.0,pre_ai
girl next door,musiq soulchild,35.0,0.749,0.636,77.951,0.113,0.671,286440.0,0.0,0.0897,-7.985,0.309,0.0,Aijuswanaseing,2000.0,pre_ai
girls chase boys,ingrid michaelson,32.0,0.678,0.82,84.893,0.031,0.473,221413.0,1.55e-05,0.0414,-5.702,0.0408,1.0,Lights Out (Deluxe Edition),2014.0,pre_ai
girls like you,maroon 5,45.0,0.377,0.462,59.635,0.558,0.611,215230.0,1.01e-06,0.131,-7.054,0.0646,1.0,Red Pill Blues (Deluxe),2018.0,post_ai
give a little bit,goo goo dolls,50.0,0.528,0.951,93.974,0.00194,0.557,214400.0,0.000172,0.157,-3.003,0.033,1.0,Let Love In,2006.0,pre_ai
give a little more,maroon 5,18.0,0.94,0.822,117.961,0.00092,0.753,180293.0,0.000216,0.141,-4.301,0.0386,0.0,Hands All Over (Deluxe),2010.0,pre_ai
give it 2 me,madonna,56.0,0.972,0.954,127.019,0.0933,0.837,287907.0,0.000405,0.143,-3.512,0.0414,0.0,Hard Candy,2008.0,pre_ai
give it all we got tonight,george strait,59.0,0.324,0.642,130.36,0.26,0.588,251333.0,2.37e-06,0.08,-6.986,0.0266,1.0,Love Is Everything,2012.0,pre_ai
give it to me,timbaland,49.0,0.794,0.696,110.626,0.208,0.978,234080.0,0.00705,0.107,-4.962,0.064,1.0,Shock Value,2007.0,pre_ai
give it up to me,sean paul,12.0,0.196,0.482,95.994,0.00831,0.835,212907.0,0.0,0.117,-10.261,0.0837,1.0,Reggae Tribute To Sean Paul,2006.0,pre_ai
give me a sign,breaking benjamin,59.0,0.435,0.851,156.727,0.000472,0.223,257693.0,0.0,0.0743,-3.6,0.0579,1.0,Dear Agony,2009.0,pre_ai
give me all your luvin',madonna,35.0,0.879,0.885,144.998,0.00557,0.68,202760.0,0.000704,0.377,-4.36,0.0382,1.0,MDNA (Deluxe Version),2012.0,pre_ai
give me everything,pitbull,0.0,0.524,0.933,129.02,0.185,0.672,256133.0,1.69e-06,0.107,-3.232,0.167,1.0,Global Warming (Deluxe Version),2011.0,pre_ai
give me that,webbie,42.0,0.536,0.781,78.009,0.00689,0.675,267520.0,0.0,0.319,-6.035,0.28,1.0,Gangsta Musik,2005.0,pre_ai
give your heart a break,demi lovato,27.0,0.524,0.712,123.064,0.21,0.439,205347.0,0.0,0.137,-3.209,0.0756,1.0,Demi (Deluxe),2012.0,pre_ai
given up,linkin park,52.0,0.938,0.885,100.088,0.00117,0.655,189293.0,0.000473,0.0448,-4.116,0.0438,1.0,Minutes to Midnight,2008.0,pre_ai
gives you hell,the all,73.0,0.59,0.725,99.988,0.0156,0.714,213107.0,0.0,0.0726,-6.411,0.0402,1.0,When The World Comes Down,2008.0,pre_ai
glad you came,the wanted,73.0,0.452,0.851,126.885,0.0319,0.722,197936.0,0.0,0.108,-3.873,0.0639,0.0,Battleground (Deluxe Edition),2011.0,pre_ai
glass,thompson square,45.0,0.263,0.524,75.963,0.299,0.576,231680.0,4.5e-06,0.13,-4.961,0.026,1.0,Thompson Square,2012.0,pre_ai
glitter in the air,p!nk,44.0,0.302,0.269,100.033,0.901,0.539,227013.0,0.000245,0.104,-12.077,0.0275,1.0,Funhouse (Deluxe Version),2009.0,pre_ai
glow,drake,59.0,0.391,0.385,162.039,0.227,0.669,206120.0,0.0,0.7,-8.901,0.378,1.0,More Life,2017.0,post_ai
go get it,t.i.,57.0,0.51,0.667,76.627,0.00212,0.366,217520.0,0.0,0.398,-5.683,0.246,1.0,Trouble Man: Heavy is the Head,2018.0,post_ai
go girl,pitbull,0.0,0.717,0.619,114.968,0.119,0.982,230217.0,3.35e-06,0.0872,-6.543,0.583,1.0,BOATLIFT,2007.0,pre_ai
go hard,dj khaled,0.0,0.368,0.874,130.023,0.0092,0.642,272107.0,0.0,0.495,-4.239,0.0484,0.0,We Global,2008.0,pre_ai
go on,george strait,26.0,0.453,0.568,104.535,0.504,0.704,228333.0,0.0131,0.246,-8.052,0.0235,1.0,George Strait,2000.0,pre_ai
go on girl,ne,40.0,0.627,0.531,168.088,0.187,0.622,261427.0,0.0,0.0952,-6.965,0.0954,1.0,Because Of You,2007.0,pre_ai
go!,common,54.0,0.526,0.775,104.959,0.0827,0.842,224160.0,1.41e-05,0.177,-11.038,0.222,0.0,Be,2005.0,pre_ai
god love her,toby keith,52.0,0.432,0.919,125.025,0.133,0.551,216627.0,8.36e-05,0.0637,-3.895,0.0529,1.0,That Don't Make Me a Bad Guy,2008.0,pre_ai
god's plan,drake,86.0,0.357,0.449,77.169,0.0332,0.754,198973.0,8.29e-05,0.552,-9.211,0.109,1.0,Scorpion,2018.0,post_ai
god's will,martina mcbride,0.0,0.191,0.332,121.531,0.587,0.398,349333.0,0.0,0.0846,-9.106,0.0317,1.0,Martina,2003.0,pre_ai
god.,kendrick lamar,65.0,0.205,0.557,132.98,0.0347,0.706,248827.0,0.0,0.276,-5.8,0.0813,1.0,DAMN.,2017.0,post_ai
gold,britt nicole,53.0,0.895,0.819,95.958,0.0266,0.65,179334.0,0.0,0.348,-3.389,0.031,1.0,Gold,2012.0,pre_ai
gold lion,yeah yeah yeahs,54.0,0.257,0.855,158.743,0.0223,0.521,187133.0,5.54e-06,0.0869,-3.348,0.0687,1.0,Show Your Bones,2006.0,pre_ai
gold on the ceiling,the black keys,71.0,0.565,0.833,130.121,0.00772,0.505,224333.0,7.9e-05,0.069,-4.632,0.0475,1.0,El Camino,2012.0,pre_ai
gonna,blake shelton,55.0,0.948,0.886,146.076,0.0265,0.667,182947.0,0.0,0.0759,-5.12,0.0387,1.0,BRINGING BACK THE SUNSHINE,2015.0,post_ai
gonna get this,hannah montana,0.0,0.731,0.789,100.044,0.0196,0.671,196867.0,0.0,0.0725,-3.486,0.0459,1.0,Hannah Montana Forever,2010.0,pre_ai
gonorrhea,lil wayne,10.0,0.687,0.745,148.042,0.0311,0.715,262440.0,0.0,0.0823,-5.71,0.25,1.0,I Am Not A Human Being (Explicit Version),2010.0,pre_ai
good directions,billy currington,68.0,0.497,0.731,122.522,0.318,0.695,215853.0,0.0,0.143,-2.15,0.034,1.0,Doin' Somethin' Right,2005.0,pre_ai
good feeling,flo rida,40.0,0.684,0.89,128.011,0.0588,0.706,248133.0,0.00286,0.306,-4.444,0.0688,0.0,Wild Ones (Deluxe),2011.0,pre_ai
good form,nicki minaj,57.0,0.288,0.775,96.504,0.114,0.88,199400.0,0.00267,0.0944,-5.133,0.094,1.0,Queen (Deluxe),2018.0,post_ai
good girl,carrie underwood,3.0,0.744,0.84,128.926,0.0359,0.62,205560.0,0.0,0.198,-2.886,0.0658,0.0,Blown Away,2012.0,pre_ai
good life,onerepublic,2.0,0.652,0.629,94.968,0.103,0.643,253080.0,0.0,0.107,-11.008,0.053,1.0,Deluxe Version (Edited),2009.0,pre_ai
good lovin,ludacris,36.0,0.597,0.768,83.957,0.301,0.661,223440.0,1.09e-06,0.106,-5.454,0.24,1.0,Ludaversal (Deluxe),2014.0,pre_ai
good morning beautiful,steve holy,54.0,0.242,0.5,70.984,0.452,0.565,210933.0,0.0,0.137,-8.822,0.031,1.0,Blue Moon,2001.0,pre_ai
good time,alan jackson,42.0,0.794,0.901,132.029,0.0762,0.652,306267.0,1.67e-06,0.324,-5.646,0.0359,1.0,34 Number Ones,2008.0,pre_ai
goodbye,kristinia debarge,49.0,0.664,0.815,119.986,0.00492,0.788,208133.0,3.84e-06,0.232,-3.168,0.0461,0.0,Exposed (Deluxe Edition),2009.0,pre_ai
goodbye earl,dixie chicks,30.0,0.546,0.916,123.147,0.0103,0.529,292453.0,1.82e-05,0.971,-3.35,0.0425,1.0,DCX MMXVI Live,2000.0,pre_ai
goodbye for now,p.o.d.,31.0,0.442,0.885,95.05,0.00246,0.524,272547.0,0.0,0.137,-5.105,0.0484,0.0,Testify,2005.0,pre_ai
goodbye in her eyes,zac brown band,58.0,0.376,0.558,81.271,0.163,0.4,324267.0,3.76e-06,0.0879,-7.393,0.038,1.0,Uncaged,2012.0,pre_ai
goodbye my lover,james blunt,59.0,0.273,0.261,89.567,0.953,0.432,258653.0,0.00342,0.0903,-12.591,0.0512,1.0,Back to Bedlam,2005.0,pre_ai
goodbye to you,michelle branch,21.0,0.276,0.556,81.008,0.288,0.504,251200.0,0.000246,0.173,-6.19,0.0263,1.0,The Spirit Room [Deluxe Edition],2001.0,pre_ai
goodbye town,lady antebellum,32.0,0.522,0.716,95.022,0.13,0.682,288333.0,5.47e-06,0.114,-6.022,0.0274,1.0,Golden (Deluxe Edition),2013.0,pre_ai
goodies,ciara,7.0,0.872,0.647,102.017,0.0277,0.826,223000.0,1.52e-06,0.298,-6.306,0.0491,0.0,Goodies,2004.0,pre_ai
goodnight kiss,randy houser,52.0,0.633,0.71,111.024,0.0382,0.731,206800.0,9.92e-05,0.118,-4.285,0.0332,1.0,How Country Feels,2013.0,pre_ai
gorgeous,taylor swift,67.0,0.451,0.535,92.027,0.0713,0.8,209680.0,9.48e-06,0.213,-6.684,0.135,1.0,reputation,2017.0,post_ai
gorilla,bruno mars,19.0,0.641,0.544,139.959,0.445,0.717,244493.0,5.16e-06,0.0973,-6.598,0.0371,1.0,Unorthodox Jukebox (Deluxe Edition),2013.0,pre_ai
got 2 luv u,sean paul,31.0,0.565,0.906,87.965,0.271,0.416,219617.0,0.0,0.378,-5.885,0.332,1.0,Live at The Palm Room,2011.0,pre_ai
got it twisted,mobb deep,40.0,0.504,0.744,103.266,0.0958,0.697,224627.0,0.0,0.263,-5.702,0.229,0.0,Amerikaz Nightmare,2004.0,pre_ai
got money,lil wayne,40.0,0.703,0.661,82.479,0.00188,0.692,244627.0,0.0,0.676,-4.847,0.123,1.0,Tha Carter III,2008.0,pre_ai
got some teeth,obie trice,23.0,0.789,0.859,106.548,0.215,0.78,227027.0,6.05e-06,0.367,-3.004,0.21,0.0,Cheers,2003.0,pre_ai
got your back,t.i.,48.0,0.652,0.472,146.841,0.0117,0.553,274526.0,0.0,0.398,-12.819,0.501,1.0,F*ck A Mixtape,2010.0,pre_ai
gots ta be,b2k,19.0,0.709,0.449,131.751,0.0366,0.833,321467.0,0.000421,0.0751,-4.227,0.049,1.0,B2K,2002.0,pre_ai
gotta be somebody,nickelback,65.0,0.205,0.89,115.998,0.000354,0.536,252653.0,0.00165,0.133,-5.222,0.0601,1.0,Dark Horse,2008.0,pre_ai
gotta go,trey songz,45.0,0.562,0.635,82.21,0.161,0.675,247053.0,0.0,0.48,-5.356,0.0632,0.0,I Gotta Make It,2005.0,pre_ai
gotta lotta,2 chainz,52.0,0.177,0.608,81.969,0.00282,0.681,214720.0,0.0,0.0869,-7.344,0.0504,0.0,COLLEGROVE,2016.0,post_ai
grace kelly,mika,66.0,0.696,0.824,122.221,0.0271,0.676,187733.0,0.0152,0.363,-5.752,0.0449,1.0,Life In Cartoon Motion,2007.0,pre_ai
grammys,drake,48.0,0.116,0.43,145.802,0.00199,0.676,220427.0,2.46e-06,0.08,-9.533,0.525,1.0,Views,2016.0,post_ai
grass ain't greener,chris brown,55.0,0.512,0.601,133.954,0.39,0.651,201422.0,0.0,0.0882,-5.097,0.0497,0.0,Heartbreak on a Full Moon,2016.0,post_ai
gravity,john mayer,76.0,0.237,0.326,123.98,0.731,0.764,245827.0,0.0013,0.24,-9.883,0.0342,1.0,Continuum,2007.0,pre_ai
greatest,eminem,73.0,0.367,0.737,80.025,0.0441,0.809,226938.0,0.0,0.341,-5.186,0.108,1.0,Kamikaze,2018.0,post_ai
grenade,bruno mars,75.0,0.227,0.558,110.443,0.146,0.706,223253.0,0.0,0.118,-7.237,0.0593,0.0,Doo-Wops & Hooligans,2010.0,pre_ai
grillz,nelly,57.0,0.84,0.504,82.996,0.0358,0.867,271160.0,0.0,0.307,-7.737,0.241,0.0,Sweatsuit,2005.0,pre_ai
grind with me,pretty ricky,68.0,0.189,0.538,136.518,0.000204,0.7,237733.0,0.0,0.105,-5.952,0.045,1.0,Bluestars,2005.0,pre_ai
grindin',clipse,57.0,0.361,0.77,191.692,0.122,0.592,264760.0,1.22e-06,0.103,-3.402,0.318,1.0,Lord Willin',2002.0,pre_ai
grown men don't cry,tim mcgraw,45.0,0.56,0.513,101.815,0.199,0.657,235760.0,0.0,0.0994,-8.514,0.024,1.0,Set This Circus Down,2001.0,pre_ai
guap,big sean,50.0,0.579,0.716,146.141,0.303,0.649,271653.0,0.0,0.289,-6.062,0.152,1.0,Hall Of Fame (Deluxe),2012.0,pre_ai
guess who's back,scarface,37.0,0.769,0.892,85.912,0.0156,0.755,255573.0,0.00327,0.146,-4.252,0.283,1.0,The Fix,2002.0,pre_ai
gyalchester,drake,71.0,0.156,0.389,131.012,0.0343,0.872,189230.0,0.000679,0.0941,-8.343,0.0634,1.0,More Life,2017.0,post_ai
gypsy,shakira,32.0,0.476,0.762,92.804,0.65,0.541,198827.0,0.0,0.0729,-5.12,0.0977,1.0,Loba,2010.0,pre_ai
hair,lady gaga,40.0,0.366,0.925,135.001,0.000862,0.57,307893.0,1.08e-05,0.145,-3.452,0.0622,1.0,Born This Way,2011.0,pre_ai
half of my heart,john mayer,68.0,0.731,0.593,115.058,0.435,0.681,250373.0,0.000117,0.106,-9.327,0.0251,1.0,Battle Studies,2010.0,pre_ai
halfway gone,lifehouse,12.0,0.469,0.916,125.038,0.00064,0.542,195307.0,0.0,0.18,-4.84,0.0444,0.0,Smoke & Mirrors (Deluxe Edition),2009.0,pre_ai
halfway off the balcony,big sean,55.0,0.136,0.809,125.285,0.36,0.529,230960.0,0.0,0.242,-6.554,0.269,1.0,I Decided.,2017.0,post_ai
halfway there,big time rush,9.0,0.365,0.909,142.975,0.000951,0.54,212813.0,0.0,0.145,-4.732,0.0545,1.0,Big Time Rush,2010.0,pre_ai
hall of fame,the script,79.0,0.63,0.873,84.803,0.0653,0.421,202533.0,0.0,0.123,-4.343,0.0565,1.0,#3 Deluxe Version,2012.0,pre_ai
hallelujah,k.d. lang,43.0,0.0952,0.131,135.463,0.87,0.306,301120.0,1.69e-05,0.129,-11.758,0.0311,1.0,Hymns of the 49th Parallel,2004.0,pre_ai
hallelujah,panic! at the disco,67.0,0.615,0.886,80.008,0.011,0.578,180627.0,0.0,0.143,-4.348,0.0633,1.0,Death of a Bachelor,2015.0,post_ai
halo,beyonce,46.0,0.472,0.72,79.983,0.272,0.508,261640.0,0.0,0.0563,-5.908,0.0628,0.0,I AM...SASHA FIERCE NEW DELUXE EDITION,2009.0,pre_ai
handclap,fitz and the tantrums,68.0,0.715,0.836,139.956,0.00609,0.636,193253.0,0.000157,0.0828,-3.004,0.0427,1.0,Fitz and The Tantrums (Deluxe),2016.0,post_ai
handlebars,flobots,14.0,0.546,0.569,141.92,0.0211,0.702,206827.0,0.0,0.101,-7.138,0.103,1.0,Fight With Tools,2008.0,pre_ai
hands clean,alanis morissette,1.0,0.42,0.88,97.945,0.0292,0.196,280720.0,0.0,0.951,-4.348,0.0587,1.0,Live At Montreux 2012,2002.0,pre_ai
hands up,lloyd banks,24.0,0.611,0.876,95.0,0.0772,0.795,240213.0,0.0,0.455,-2.28,0.215,1.0,Rotten Apple,2006.0,pre_ai
handsome and wealthy,migos,61.0,0.237,0.665,146.031,0.00348,0.858,210557.0,0.0,0.094,-2.907,0.101,1.0,No Label II,2014.0,pre_ai
hangin' on,chris young,68.0,0.596,0.831,156.034,0.0651,0.434,185440.0,0.0,0.119,-4.774,0.0453,1.0,Losing Sleep,2018.0,post_ai
hanging by a moment,lifehouse,62.0,0.502,0.858,124.599,0.000966,0.537,216360.0,0.0,0.0812,-4.903,0.0349,1.0,No Name Face,2000.0,pre_ai
hangover,taio cruz,52.0,0.555,0.869,128.066,0.0112,0.601,244907.0,0.0,0.0673,-3.202,0.0458,1.0,TY.O,2011.0,pre_ai
happier,ed sheeran,84.0,0.236,0.385,89.792,0.536,0.522,207520.0,0.0,0.135,-7.355,0.0288,1.0,÷ (Deluxe),2017.0,post_ai
happy,ashanti,4.0,0.606,0.495,89.48,0.367,0.703,262720.0,2.16e-05,0.0534,-7.733,0.0317,0.0,Ashanti,2002.0,pre_ai
happy,leona lewis,49.0,0.235,0.641,76.07,0.459,0.492,242093.0,0.0,0.0809,-5.296,0.0448,1.0,Echo,2009.0,pre_ai
happy people,r. kelly,41.0,0.791,0.638,96.995,0.0963,0.762,363760.0,0.0,0.0878,-5.178,0.0965,0.0,The World's Greatest,2004.0,pre_ai
happy?,mudvayne,20.0,0.391,0.972,100.048,0.000885,0.543,216427.0,3.48e-05,0.255,-2.589,0.0968,0.0,Lost and Found,2005.0,pre_ai
hard,rihanna,57.0,0.163,0.746,182.032,0.0121,0.31,250600.0,0.0,0.649,-3.599,0.111,1.0,Rated R,2009.0,pre_ai
hard times,paramore,73.0,0.916,0.818,119.965,0.00647,0.695,182693.0,4.87e-06,0.0219,-5.379,0.0334,0.0,After Laughter,2017.0,post_ai
hard to love,lee brice,71.0,0.469,0.722,103.017,0.0119,0.638,224293.0,0.00808,0.189,-6.177,0.0332,1.0,Hard 2 Love,2012.0,pre_ai
harder to breathe,maroon 5,57.0,0.967,0.908,149.941,0.0506,0.662,173693.0,0.0,0.0508,-4.764,0.0449,0.0,Songs About Jane,2002.0,pre_ai
hate it or love it,the game,14.0,0.503,0.869,88.989,0.222,0.448,212253.0,1.07e-06,0.54,-7.279,0.388,0.0,Live In Copenhagen ('06),2005.0,pre_ai
hate me,blue october,35.0,0.195,0.684,92.561,0.509,0.437,380053.0,0.0,0.0947,-5.664,0.0342,0.0,Foiled,2006.0,pre_ai
hate that i love you,rihanna,46.0,0.716,0.722,93.992,0.323,0.641,218947.0,0.0,0.104,-5.386,0.082,1.0,Good Girl Gone Bad (Deluxe),2007.0,pre_ai
hate to say i told you so,the hives,68.0,0.419,0.931,135.826,0.00126,0.459,200693.0,0.00881,0.412,-5.024,0.0612,1.0,Veni Vidi Vicious,2000.0,pre_ai
haunted,taylor swift,51.0,0.352,0.95,162.088,0.0826,0.436,242080.0,1.08e-06,0.149,-2.627,0.057,1.0,Speak Now (Deluxe Edition),2010.0,pre_ai
have a nice day,bon jovi,29.0,0.567,0.886,130.103,4.16e-05,0.5,228880.0,0.00016,0.198,-4.08,0.0705,1.0,Have A Nice Day,2005.0,pre_ai
have it all,jason mraz,69.0,0.6,0.638,82.001,0.204,0.643,226107.0,0.0,0.0707,-4.947,0.0407,0.0,Know.,2018.0,post_ai
haven't met you yet,michael buble,75.0,0.796,0.733,122.58,0.152,0.615,244587.0,0.0,0.109,-4.808,0.0335,1.0,Crazy Love,2009.0,pre_ai
he could be the one,hannah montana,19.0,0.609,0.891,125.96,0.00201,0.601,180800.0,0.0,0.402,-3.976,0.0332,1.0,Hannah Montana 3,2009.0,pre_ai
he gets that from me,reba mcentire,42.0,0.441,0.382,143.749,0.62,0.648,219933.0,1.03e-05,0.103,-9.986,0.0304,1.0,Room To Breathe,2004.0,pre_ai
he is,heather headley,16.0,0.631,0.772,75.048,0.0775,0.562,226893.0,0.0,0.0557,-4.701,0.252,1.0,This Is Who I Am,2002.0,pre_ai
he wasn't man enough,toni braxton,49.0,0.763,0.947,88.009,0.00947,0.739,261933.0,2.99e-05,0.326,-1.915,0.0412,0.0,The Heat,2000.0,pre_ai
head above water,avril lavigne,75.0,0.268,0.694,129.921,0.0112,0.578,220850.0,0.0,0.102,-5.351,0.0706,1.0,Head Above Water,2018.0,post_ai
headfirst slide into cooperstown on a bad bet,fall out boy,48.0,0.584,0.748,120.069,0.0107,0.606,234493.0,1.27e-06,0.391,-4.207,0.0326,0.0,Folie à Deux,2009.0,pre_ai
headlights,eminem,64.0,0.453,0.782,146.324,0.152,0.688,343032.0,0.0,0.803,-3.683,0.158,1.0,The Marshall Mathers LP2 (Deluxe),2013.0,pre_ai
headlines,drake,73.0,0.425,0.566,151.894,0.365,0.636,235987.0,0.000353,0.0917,-7.16,0.106,0.0,Take Care (Deluxe),2011.0,pre_ai
headsprung,ll cool j,10.0,0.35,0.687,100.887,0.0115,0.661,132974.0,2.12e-05,0.343,-10.662,0.205,1.0,Austin City Limits - Live,2004.0,pre_ai
headstrong,trapt,74.0,0.534,0.896,184.981,0.000172,0.492,285570.0,2.78e-06,0.189,-5.819,0.117,0.0,Trapt,2002.0,pre_ai
heard it all before,sunshine anderson,55.0,0.676,0.925,96.953,0.0611,0.698,295827.0,0.0,0.095,-4.209,0.222,0.0,Your Woman,2001.0,pre_ai
heart attack,demi lovato,10.0,0.501,0.785,173.992,0.0744,0.493,210840.0,0.0,0.249,-4.77,0.105,1.0,Demi (Deluxe Edition),2013.0,pre_ai
heart attack,enrique iglesias,8.0,0.504,0.897,76.956,0.0617,0.542,170147.0,0.0,0.415,-4.077,0.0784,1.0,S** AND LOVE (Deluxe),2013.0,pre_ai
heart attack,trey songz,56.0,0.476,0.863,150.029,0.0593,0.608,233147.0,0.0,0.228,-4.87,0.131,1.0,Chapter V (Deluxe),2012.0,pre_ai
heart like mine,miranda lambert,53.0,0.493,0.844,155.066,0.0642,0.437,177867.0,1.42e-06,0.124,-3.394,0.0381,1.0,Revolution,2009.0,pre_ai
heartbeat,carrie underwood,21.0,0.447,0.767,139.982,0.605,0.539,210960.0,0.0,0.0901,-4.475,0.0507,1.0,Storyteller,2015.0,post_ai
heartbeat,the fray,1.0,0.3,0.825,144.394,0.000421,0.451,220693.0,0.000103,0.173,-5.075,0.0346,1.0,Scars & Stories,2011.0,pre_ai
heartbeat song,kelly clarkson,56.0,0.486,0.799,149.095,0.0137,0.491,198733.0,0.0,0.0627,-3.66,0.0488,1.0,Piece By Piece (Deluxe Version),2015.0,post_ai
heartbreak warfare,john mayer,68.0,0.311,0.554,97.031,0.191,0.624,269720.0,0.00131,0.299,-8.113,0.0225,1.0,Battle Studies,2009.0,pre_ai
heartbreaker,justin bieber,60.0,0.577,0.518,104.6,0.145,0.555,262840.0,0.0,0.343,-7.323,0.096,0.0,Journals,2013.0,pre_ai
heartless,kris allen,38.0,0.502,0.747,94.954,0.133,0.577,222333.0,0.0,0.141,-4.675,0.052,0.0,Kris Allen,2009.0,pre_ai
